trade_no,entry_time,exit_time,direction,entry,sl,tp,exit_price,pnl,result,risk_pts,critical,month
4551,2026-02-23 07:35:00,2026-02-23 08:05:00,BUY,65799.0,65699.0,65999.0,65699.0,-100.0,SL,100.0,False,2026-02
4552,2026-02-23 09:00:00,2026-02-23 09:30:00,BUY,65708.0,65608.0,65908.0,65908.0,200.0,TP,100.0,False,2026-02
4553,2026-02-23 11:30:00,2026-02-23 12:20:00,SELL,66221.5,66321.5,66021.5,66021.5,200.0,TP,100.0,False,2026-02
4554,2026-02-23 13:40:00,2026-02-23 13:55:00,BUY,66329.5,66229.5,66529.5,66229.5,-100.0,SL,100.0,False,2026-02
4555,2026-02-23 14:20:00,2026-02-23 14:30:00,SELL,66087.0,66187.0,65887.0,66187.0,-100.0,SL,100.0,False,2026-02
4556,2026-02-23 15:15:00,2026-02-23 15:20:00,BUY,66231.0,66131.0,66431.0,66131.0,-100.0,SL,100.0,False,2026-02
4557,2026-02-23 20:10:00,2026-02-23 20:15:00,SELL,64110.5,64210.5,63910.5,63910.5,200.0,TP,100.0,False,2026-02
4558,2026-02-24 02:30:00,2026-02-24 02:35:00,BUY,64395.5,64295.5,64595.5,64295.5,-100.0,SL,100.0,False,2026-02
4559,2026-02-24 05:20:00,2026-02-24 05:25:00,SELL,63207.0,63307.0,63007.0,63007.0,200.0,TP,100.0,False,2026-02
4560,2026-02-24 06:00:00,2026-02-24 06:05:00,SELL,62919.0,63019.0,62719.0,63019.0,-100.0,SL,100.0,False,2026-02
4561,2026-02-24 08:20:00,2026-02-24 09:15:00,BUY,63280.0,63180.0,63480.0,63180.0,-100.0,SL,100.0,False,2026-02
4562,2026-02-24 09:50:00,2026-02-24 10:05:00,BUY,63218.0,63118.0,63418.0,63118.0,-100.0,SL,100.0,False,2026-02
4563,2026-02-24 13:20:00,2026-02-24 13:30:00,SELL,62880.0,62980.0,62680.0,62680.0,200.0,TP,100.0,False,2026-02
4564,2026-02-24 15:55:00,2026-02-24 16:00:00,BUY,63955.5,63855.5,64155.5,64155.5,200.0,TP,100.0,False,2026-02
4565,2026-02-24 16:55:00,2026-02-24 17:05:00,BUY,64118.5,64018.5,64318.5,64318.5,200.0,TP,100.0,False,2026-02
4566,2026-02-24 21:00:00,2026-02-24 21:15:00,SELL,64296.0,64396.0,64096.0,64096.0,200.0,TP,100.0,False,2026-02
4567,2026-02-24 21:25:00,2026-02-24 22:00:00,SELL,63989.0,64089.0,63789.0,64089.0,-100.0,SL,100.0,False,2026-02
4568,2026-02-24 23:20:00,2026-02-24 23:45:00,BUY,64169.5,64069.5,64369.5,64069.5,-100.0,SL,100.0,False,2026-02
4569,2026-02-25 00:35:00,2026-02-25 00:50:00,BUY,64058.0,63958.0,64258.0,64258.0,200.0,TP,100.0,False,2026-02
4570,2026-02-25 02:40:00,2026-02-25 02:45:00,SELL,65859.5,65959.5,65659.5,65959.5,-100.0,SL,100.0,False,2026-02
4571,2026-02-25 05:20:00,2026-02-25 05:30:00,SELL,65260.0,65360.0,65060.0,65060.0,200.0,TP,100.0,False,2026-02
4572,2026-02-25 06:50:00,2026-02-25 07:05:00,SELL,64950.5,65050.5,64750.5,64750.5,200.0,TP,100.0,False,2026-02
4573,2026-02-25 09:55:00,2026-02-25 10:20:00,BUY,65543.5,65443.5,65743.5,65443.5,-100.0,SL,100.0,False,2026-02
4574,2026-02-25 11:00:00,2026-02-25 11:35:00,SELL,65309.0,65409.0,65109.0,65409.0,-100.0,SL,100.0,False,2026-02
4575,2026-02-25 12:00:00,2026-02-25 12:05:00,BUY,65461.0,65361.0,65661.0,65361.0,-100.0,SL,100.0,False,2026-02
4576,2026-02-25 14:35:00,2026-02-25 14:40:00,SELL,66393.5,66493.5,66193.5,66193.5,200.0,TP,100.0,False,2026-02
4577,2026-02-25 15:55:00,2026-02-25 16:00:00,SELL,67214.0,67314.0,67014.0,67314.0,-100.0,SL,100.0,False,2026-02
4578,2026-02-25 18:10:00,2026-02-25 18:15:00,BUY,68850.0,68750.0,69050.0,68750.0,-100.0,SL,100.0,False,2026-02
4579,2026-02-25 21:35:00,2026-02-25 21:40:00,BUY,69328.0,69228.0,69528.0,69228.0,-100.0,SL,100.0,False,2026-02
4580,2026-02-26 02:00:00,2026-02-26 02:05:00,SELL,68179.0,68279.0,67979.0,67979.0,200.0,TP,100.0,False,2026-02
4581,2026-02-26 03:05:00,2026-02-26 03:30:00,SELL,68095.5,68195.5,67895.5,68195.5,-100.0,SL,100.0,False,2026-02
4582,2026-02-26 05:45:00,2026-02-26 05:50:00,BUY,68455.5,68355.5,68655.5,68355.5,-100.0,SL,100.0,False,2026-02
4583,2026-02-26 07:35:00,2026-02-26 07:50:00,SELL,68031.5,68131.5,67831.5,67831.5,200.0,TP,100.0,False,2026-02
4584,2026-02-26 12:05:00,2026-02-26 12:40:00,BUY,68204.0,68104.0,68404.0,68104.0,-100.0,SL,100.0,False,2026-02
4585,2026-02-26 13:10:00,2026-02-26 13:25:00,SELL,67982.5,68082.5,67782.5,68082.5,-100.0,SL,100.0,False,2026-02
4586,2026-02-26 14:20:00,2026-02-26 14:30:00,BUY,68083.0,67983.0,68283.0,67983.0,-100.0,SL,100.0,False,2026-02
4587,2026-02-26 16:30:00,2026-02-26 16:35:00,SELL,67025.5,67125.5,66825.5,67125.5,-100.0,SL,100.0,False,2026-02
4588,2026-02-26 18:15:00,2026-02-26 18:20:00,BUY,66928.5,66828.5,67128.5,66828.5,-100.0,SL,100.0,False,2026-02
4589,2026-02-27 05:50:00,2026-02-27 06:25:00,SELL,67724.0,67824.0,67524.0,67524.0,200.0,TP,100.0,False,2026-02
4590,2026-02-27 07:50:00,2026-02-27 08:05:00,BUY,67677.0,67577.0,67877.0,67877.0,200.0,TP,100.0,False,2026-02
4591,2026-02-27 09:35:00,2026-02-27 09:45:00,SELL,67767.0,67867.0,67567.0,67567.0,200.0,TP,100.0,False,2026-02
4592,2026-02-27 11:15:00,2026-02-27 11:20:00,SELL,66572.5,66672.5,66372.5,66372.5,200.0,TP,100.0,False,2026-02
4593,2026-02-27 13:00:00,2026-02-27 13:25:00,BUY,66003.0,65903.0,66203.0,65903.0,-100.0,SL,100.0,False,2026-02
4594,2026-02-27 14:40:00,2026-02-27 14:45:00,SELL,65970.0,66070.0,65770.0,65770.0,200.0,TP,100.0,False,2026-02
4595,2026-02-27 15:35:00,2026-02-27 15:40:00,SELL,65875.5,65975.5,65675.5,65975.5,-100.0,SL,100.0,False,2026-02
4596,2026-02-27 18:20:00,2026-02-27 18:25:00,SELL,65387.0,65487.0,65187.0,65487.0,-100.0,SL,100.0,False,2026-02
4597,2026-02-27 19:50:00,2026-02-27 20:20:00,BUY,65404.0,65304.0,65604.0,65604.0,200.0,TP,100.0,False,2026-02
4598,2026-02-27 20:40:00,2026-02-27 21:00:00,BUY,65602.0,65502.0,65802.0,65502.0,-100.0,SL,100.0,False,2026-02
4599,2026-02-27 22:45:00,2026-02-27 23:05:00,BUY,65580.5,65480.5,65780.5,65780.5,200.0,TP,100.0,False,2026-02
4600,2026-02-28 01:30:00,2026-02-28 02:05:00,SELL,65795.5,65895.5,65595.5,65895.5,-100.0,SL,100.0,False,2026-02
4601,2026-02-28 03:00:00,2026-02-28 04:10:00,SELL,65875.5,65975.5,65675.5,65675.5,200.0,TP,100.0,False,2026-02
4602,2026-02-28 09:20:00,2026-02-28 09:25:00,BUY,63923.0,63823.0,64123.0,63823.0,-100.0,SL,100.0,False,2026-02
4603,2026-02-28 12:50:00,2026-02-28 12:55:00,SELL,63801.0,63901.0,63601.0,63901.0,-100.0,SL,100.0,False,2026-02
4604,2026-02-28 13:15:00,2026-02-28 13:20:00,BUY,64095.5,63995.5,64295.5,63995.5,-100.0,SL,100.0,False,2026-02
4605,2026-02-28 14:35:00,2026-02-28 14:40:00,BUY,64841.5,64741.5,65041.5,65041.5,200.0,TP,100.0,False,2026-02
4606,2026-02-28 17:25:00,2026-02-28 17:40:00,BUY,65079.0,64979.0,65279.0,64979.0,-100.0,SL,100.0,False,2026-02
4607,2026-02-28 19:30:00,2026-02-28 19:35:00,BUY,66143.0,66043.0,66343.0,66343.0,200.0,TP,100.0,False,2026-02
4608,2026-02-28 20:15:00,2026-02-28 20:20:00,BUY,66625.5,66525.5,66825.5,66825.5,200.0,TP,100.0,False,2026-02
4609,2026-02-28 20:45:00,2026-02-28 20:50:00,BUY,67019.0,66919.0,67219.0,66919.0,-100.0,SL,100.0,False,2026-02
4610,2026-02-28 23:45:00,2026-03-01 00:05:00,BUY,66999.0,66899.0,67199.0,66899.0,-100.0,SL,100.0,False,2026-02
4611,2026-03-01 01:45:00,2026-03-01 01:50:00,BUY,66856.0,66756.0,67056.0,67056.0,200.0,TP,100.0,False,2026-03
4612,2026-03-01 03:55:00,2026-03-01 04:00:00,SELL,67465.5,67565.5,67265.5,67565.5,-100.0,SL,100.0,False,2026-03
4613,2026-03-01 07:35:00,2026-03-01 08:00:00,BUY,67139.0,67039.0,67339.0,67039.0,-100.0,SL,100.0,False,2026-03
4614,2026-03-01 08:50:00,2026-03-01 08:55:00,SELL,66883.0,66983.0,66683.0,66683.0,200.0,TP,100.0,False,2026-03
4615,2026-03-01 10:05:00,2026-03-01 10:10:00,SELL,66216.0,66316.0,66016.0,66316.0,-100.0,SL,100.0,False,2026-03
4616,2026-03-01 10:40:00,2026-03-01 11:05:00,SELL,66419.0,66519.0,66219.0,66519.0,-100.0,SL,100.0,False,2026-03
4617,2026-03-01 13:50:00,2026-03-01 13:55:00,BUY,66482.0,66382.0,66682.0,66682.0,200.0,TP,100.0,False,2026-03
4618,2026-03-01 15:55:00,2026-03-01 16:00:00,SELL,67029.5,67129.5,66829.5,66829.5,200.0,TP,100.0,False,2026-03
4619,2026-03-01 20:05:00,2026-03-01 20:10:00,SELL,65786.5,65886.5,65586.5,65586.5,200.0,TP,100.0,False,2026-03
4620,2026-03-01 21:15:00,2026-03-01 22:00:00,BUY,65527.0,65427.0,65727.0,65727.0,200.0,TP,100.0,False,2026-03
4621,2026-03-01 22:30:00,2026-03-01 22:35:00,SELL,65484.0,65584.0,65284.0,65284.0,200.0,TP,100.0,False,2026-03
4622,2026-03-01 23:45:00,2026-03-01 23:50:00,BUY,65853.0,65753.0,66053.0,65753.0,-100.0,SL,100.0,False,2026-03
4623,2026-03-02 01:10:00,2026-03-02 01:15:00,BUY,66767.0,66667.0,66967.0,66967.0,200.0,TP,100.0,False,2026-03
4624,2026-03-02 03:15:00,2026-03-02 03:25:00,BUY,66593.0,66493.0,66793.0,66793.0,200.0,TP,100.0,False,2026-03
4625,2026-03-02 04:00:00,2026-03-02 04:20:00,SELL,66709.5,66809.5,66509.5,66809.5,-100.0,SL,100.0,False,2026-03
4626,2026-03-02 07:55:00,2026-03-02 08:00:00,BUY,65966.5,65866.5,66166.5,65866.5,-100.0,SL,100.0,False,2026-03
4627,2026-03-02 10:50:00,2026-03-02 10:55:00,SELL,66111.5,66211.5,65911.5,66211.5,-100.0,SL,100.0,False,2026-03
4628,2026-03-02 12:35:00,2026-03-02 13:05:00,SELL,65983.0,66083.0,65783.0,65783.0,200.0,TP,100.0,False,2026-03
4629,2026-03-02 13:25:00,2026-03-02 13:30:00,SELL,65805.5,65905.5,65605.5,65905.5,-100.0,SL,100.0,False,2026-03
4630,2026-03-02 14:05:00,2026-03-02 14:20:00,BUY,65480.0,65380.0,65680.0,65380.0,-100.0,SL,100.0,False,2026-03
4631,2026-03-02 16:40:00,2026-03-02 16:45:00,BUY,69590.0,69490.0,69790.0,69790.0,200.0,TP,100.0,False,2026-03
4632,2026-03-02 18:00:00,2026-03-02 18:05:00,SELL,68763.0,68863.0,68563.0,68863.0,-100.0,SL,100.0,False,2026-03
4633,2026-03-02 18:40:00,2026-03-02 18:45:00,SELL,68933.5,69033.5,68733.5,69033.5,-100.0,SL,100.0,False,2026-03
4634,2026-03-02 20:00:00,2026-03-02 20:05:00,BUY,69178.0,69078.0,69378.0,69078.0,-100.0,SL,100.0,False,2026-03
4635,2026-03-02 21:45:00,2026-03-02 21:50:00,BUY,69472.5,69372.5,69672.5,69372.5,-100.0,SL,100.0,False,2026-03
4636,2026-03-03 00:10:00,2026-03-03 00:15:00,SELL,68733.0,68833.0,68533.0,68833.0,-100.0,SL,100.0,False,2026-03
4637,2026-03-03 01:55:00,2026-03-03 02:00:00,SELL,68726.5,68826.5,68526.5,68526.5,200.0,TP,100.0,False,2026-03
4638,2026-03-03 05:05:00,2026-03-03 05:10:00,SELL,68024.0,68124.0,67824.0,68124.0,-100.0,SL,100.0,False,2026-03
4639,2026-03-03 07:45:00,2026-03-03 07:50:00,BUY,68226.0,68126.0,68426.0,68126.0,-100.0,SL,100.0,False,2026-03
4640,2026-03-03 08:10:00,2026-03-03 08:15:00,BUY,68208.0,68108.0,68408.0,68108.0,-100.0,SL,100.0,False,2026-03
4641,2026-03-03 10:40:00,2026-03-03 10:45:00,BUY,66627.5,66527.5,66827.5,66827.5,200.0,TP,100.0,False,2026-03
4642,2026-03-03 11:00:00,2026-03-03 11:05:00,BUY,66950.5,66850.5,67150.5,66850.5,-100.0,SL,100.0,False,2026-03
4643,2026-03-03 13:30:00,2026-03-03 13:35:00,SELL,66913.5,67013.5,66713.5,67013.5,-100.0,SL,100.0,False,2026-03
4644,2026-03-03 14:20:00,2026-03-03 14:25:00,BUY,67238.5,67138.5,67438.5,67138.5,-100.0,SL,100.0,False,2026-03
4645,2026-03-03 15:20:00,2026-03-03 15:25:00,SELL,66466.5,66566.5,66266.5,66566.5,-100.0,SL,100.0,False,2026-03
4646,2026-03-03 20:50:00,2026-03-03 20:55:00,SELL,68120.0,68220.0,67920.0,68220.0,-100.0,SL,100.0,False,2026-03
4647,2026-03-03 21:25:00,2026-03-03 21:35:00,SELL,67898.0,67998.0,67698.0,67998.0,-100.0,SL,100.0,False,2026-03
4648,2026-03-03 22:45:00,2026-03-03 22:50:00,BUY,68376.0,68276.0,68576.0,68276.0,-100.0,SL,100.0,False,2026-03
4649,2026-03-04 00:15:00,2026-03-04 00:30:00,BUY,68294.5,68194.5,68494.5,68194.5,-100.0,SL,100.0,False,2026-03
4650,2026-03-04 01:25:00,2026-03-04 01:30:00,BUY,68253.0,68153.0,68453.0,68453.0,200.0,TP,100.0,False,2026-03
4651,2026-03-04 02:45:00,2026-03-04 03:00:00,BUY,68282.0,68182.0,68482.0,68182.0,-100.0,SL,100.0,False,2026-03
4652,2026-03-04 03:25:00,2026-03-04 03:30:00,SELL,67956.5,68056.5,67756.5,67756.5,200.0,TP,100.0,False,2026-03
4653,2026-03-04 05:25:00,2026-03-04 05:35:00,SELL,67731.0,67831.0,67531.0,67831.0,-100.0,SL,100.0,False,2026-03
4654,2026-03-04 09:50:00,2026-03-04 10:00:00,SELL,71428.5,71528.5,71228.5,71528.5,-100.0,SL,100.0,False,2026-03
4655,2026-03-04 10:20:00,2026-03-04 10:25:00,SELL,71385.5,71485.5,71185.5,71485.5,-100.0,SL,100.0,False,2026-03
4656,2026-03-04 10:50:00,2026-03-04 10:55:00,BUY,71408.5,71308.5,71608.5,71308.5,-100.0,SL,100.0,False,2026-03
4657,2026-03-04 12:35:00,2026-03-04 12:45:00,BUY,70908.5,70808.5,71108.5,71108.5,200.0,TP,100.0,False,2026-03
4658,2026-03-04 17:20:00,2026-03-04 17:25:00,SELL,73138.0,73238.0,72938.0,72938.0,200.0,TP,100.0,False,2026-03
4659,2026-03-04 18:10:00,2026-03-04 18:15:00,SELL,73021.0,73121.0,72821.0,73121.0,-100.0,SL,100.0,False,2026-03
4660,2026-03-04 19:25:00,2026-03-04 19:30:00,SELL,73528.0,73628.0,73328.0,73628.0,-100.0,SL,100.0,False,2026-03
4661,2026-03-04 20:50:00,2026-03-04 20:55:00,SELL,73238.0,73338.0,73038.0,73038.0,200.0,TP,100.0,False,2026-03
4662,2026-03-04 21:55:00,2026-03-04 22:00:00,BUY,73291.0,73191.0,73491.0,73491.0,200.0,TP,100.0,False,2026-03
4663,2026-03-04 23:35:00,2026-03-04 23:50:00,BUY,72701.0,72601.0,72901.0,72601.0,-100.0,SL,100.0,False,2026-03
4664,2026-03-05 00:40:00,2026-03-05 00:50:00,BUY,72906.5,72806.5,73106.5,72806.5,-100.0,SL,100.0,False,2026-03
4665,2026-03-05 01:05:00,2026-03-05 01:10:00,BUY,72906.5,72806.5,73106.5,73106.5,200.0,TP,100.0,False,2026-03
4666,2026-03-05 02:00:00,2026-03-05 02:30:00,BUY,72667.0,72567.0,72867.0,72567.0,-100.0,SL,100.0,False,2026-03
4667,2026-03-05 02:50:00,2026-03-05 02:55:00,BUY,72533.5,72433.5,72733.5,72433.5,-100.0,SL,100.0,False,2026-03
4668,2026-03-05 03:35:00,2026-03-05 03:40:00,SELL,72324.5,72424.5,72124.5,72424.5,-100.0,SL,100.0,False,2026-03
4669,2026-03-05 04:35:00,2026-03-05 04:40:00,SELL,72545.0,72645.0,72345.0,72645.0,-100.0,SL,100.0,False,2026-03
4670,2026-03-05 07:30:00,2026-03-05 07:35:00,SELL,72396.5,72496.5,72196.5,72196.5,200.0,TP,100.0,False,2026-03
4671,2026-03-05 08:30:00,2026-03-05 08:40:00,BUY,72057.5,71957.5,72257.5,71957.5,-100.0,SL,100.0,False,2026-03
4672,2026-03-05 11:05:00,2026-03-05 11:20:00,SELL,73175.0,73275.0,72975.0,72975.0,200.0,TP,100.0,False,2026-03
4673,2026-03-05 12:45:00,2026-03-05 13:00:00,BUY,72938.5,72838.5,73138.5,72838.5,-100.0,SL,100.0,False,2026-03
4674,2026-03-05 14:35:00,2026-03-05 14:40:00,SELL,72306.5,72406.5,72106.5,72106.5,200.0,TP,100.0,False,2026-03
4675,2026-03-05 15:05:00,2026-03-05 15:10:00,SELL,71935.5,72035.5,71735.5,71735.5,200.0,TP,100.0,False,2026-03
4676,2026-03-05 18:35:00,2026-03-05 18:40:00,BUY,71038.5,70938.5,71238.5,70938.5,-100.0,SL,100.0,False,2026-03
4677,2026-03-05 21:35:00,2026-03-05 21:50:00,SELL,71267.0,71367.0,71067.0,71067.0,200.0,TP,100.0,False,2026-03
4678,2026-03-05 22:25:00,2026-03-05 22:30:00,SELL,71065.5,71165.5,70865.5,71165.5,-100.0,SL,100.0,False,2026-03
4679,2026-03-06 00:50:00,2026-03-06 00:55:00,SELL,70756.0,70856.0,70556.0,70856.0,-100.0,SL,100.0,False,2026-03
4680,2026-03-06 01:35:00,2026-03-06 01:45:00,BUY,70999.0,70899.0,71199.0,71199.0,200.0,TP,100.0,False,2026-03
4681,2026-03-06 05:55:00,2026-03-06 06:05:00,BUY,70408.5,70308.5,70608.5,70308.5,-100.0,SL,100.0,False,2026-03
4682,2026-03-06 09:45:00,2026-03-06 09:50:00,BUY,70562.5,70462.5,70762.5,70462.5,-100.0,SL,100.0,False,2026-03
4683,2026-03-06 10:40:00,2026-03-06 10:50:00,SELL,70489.5,70589.5,70289.5,70589.5,-100.0,SL,100.0,False,2026-03
4684,2026-03-06 13:20:00,2026-03-06 13:25:00,SELL,69902.0,70002.0,69702.0,70002.0,-100.0,SL,100.0,False,2026-03
4685,2026-03-06 14:35:00,2026-03-06 14:40:00,SELL,68610.0,68710.0,68410.0,68710.0,-100.0,SL,100.0,False,2026-03
4686,2026-03-06 15:50:00,2026-03-06 15:55:00,SELL,68284.0,68384.0,68084.0,68384.0,-100.0,SL,100.0,False,2026-03
4687,2026-03-06 17:25:00,2026-03-06 17:35:00,SELL,68191.5,68291.5,67991.5,67991.5,200.0,TP,100.0,False,2026-03
4688,2026-03-06 19:25:00,2026-03-06 19:40:00,SELL,68153.5,68253.5,67953.5,68253.5,-100.0,SL,100.0,False,2026-03
4689,2026-03-06 20:45:00,2026-03-06 21:20:00,BUY,68082.0,67982.0,68282.0,67982.0,-100.0,SL,100.0,False,2026-03
4690,2026-03-06 22:40:00,2026-03-06 23:00:00,BUY,68367.5,68267.5,68567.5,68267.5,-100.0,SL,100.0,False,2026-03
4691,2026-03-07 00:05:00,2026-03-07 00:20:00,BUY,68214.0,68114.0,68414.0,68114.0,-100.0,SL,100.0,False,2026-03
4692,2026-03-07 01:00:00,2026-03-07 02:35:00,SELL,68250.0,68350.0,68050.0,68050.0,200.0,TP,100.0,False,2026-03
4693,2026-03-07 03:15:00,2026-03-07 03:50:00,SELL,68308.0,68408.0,68108.0,68108.0,200.0,TP,100.0,False,2026-03
4694,2026-03-07 05:05:00,2026-03-07 05:10:00,BUY,68114.5,68014.5,68314.5,68014.5,-100.0,SL,100.0,False,2026-03
4695,2026-03-07 06:45:00,2026-03-07 06:50:00,BUY,67934.0,67834.0,68134.0,67834.0,-100.0,SL,100.0,False,2026-03
4696,2026-03-07 07:00:00,2026-03-07 07:05:00,SELL,67655.5,67755.5,67455.5,67455.5,200.0,TP,100.0,False,2026-03
4697,2026-03-07 09:10:00,2026-03-07 11:10:00,BUY,67900.0,67800.0,68100.0,68100.0,200.0,TP,100.0,False,2026-03
4698,2026-03-07 12:40:00,2026-03-07 13:00:00,SELL,67920.5,68020.5,67720.5,68020.5,-100.0,SL,100.0,False,2026-03
4699,2026-03-07 15:35:00,2026-03-07 18:00:00,SELL,67825.5,67925.5,67625.5,67625.5,200.0,TP,100.0,False,2026-03
4700,2026-03-07 18:30:00,2026-03-07 19:15:00,SELL,67549.5,67649.5,67349.5,67349.5,200.0,TP,100.0,False,2026-03
4701,2026-03-07 21:30:00,2026-03-07 22:30:00,SELL,67362.5,67462.5,67162.5,67162.5,200.0,TP,100.0,False,2026-03
4702,2026-03-08 00:05:00,2026-03-08 00:35:00,BUY,67382.0,67282.0,67582.0,67282.0,-100.0,SL,100.0,False,2026-03
4703,2026-03-08 01:45:00,2026-03-08 02:05:00,BUY,67301.0,67201.0,67501.0,67201.0,-100.0,SL,100.0,False,2026-03
4704,2026-03-08 02:45:00,2026-03-08 02:50:00,SELL,67061.5,67161.5,66861.5,66861.5,200.0,TP,100.0,False,2026-03
4705,2026-03-08 03:15:00,2026-03-08 04:00:00,BUY,67009.5,66909.5,67209.5,66909.5,-100.0,SL,100.0,False,2026-03
4706,2026-03-08 06:10:00,2026-03-08 06:55:00,SELL,67079.5,67179.5,66879.5,67179.5,-100.0,SL,100.0,False,2026-03
4707,2026-03-08 08:10:00,2026-03-08 08:40:00,SELL,67234.5,67334.5,67034.5,67334.5,-100.0,SL,100.0,False,2026-03
4708,2026-03-08 10:05:00,2026-03-08 10:20:00,BUY,67829.0,67729.0,68029.0,68029.0,200.0,TP,100.0,False,2026-03
4709,2026-03-08 11:35:00,2026-03-08 12:00:00,SELL,67513.5,67613.5,67313.5,67613.5,-100.0,SL,100.0,False,2026-03
4710,2026-03-08 13:25:00,2026-03-08 13:30:00,SELL,66857.0,66957.0,66657.0,66957.0,-100.0,SL,100.0,False,2026-03
4711,2026-03-08 14:40:00,2026-03-08 14:50:00,SELL,67129.5,67229.5,66929.5,67229.5,-100.0,SL,100.0,False,2026-03
4712,2026-03-08 15:20:00,2026-03-08 16:30:00,SELL,67171.0,67271.0,66971.0,66971.0,200.0,TP,100.0,False,2026-03
4713,2026-03-08 17:00:00,2026-03-08 17:05:00,BUY,66933.5,66833.5,67133.5,67133.5,200.0,TP,100.0,False,2026-03
4714,2026-03-08 17:15:00,2026-03-08 17:30:00,BUY,67113.0,67013.0,67313.0,67013.0,-100.0,SL,100.0,False,2026-03
4715,2026-03-08 19:10:00,2026-03-08 19:15:00,BUY,66955.0,66855.0,67155.0,67155.0,200.0,TP,100.0,False,2026-03
4716,2026-03-08 19:50:00,2026-03-08 20:15:00,SELL,67247.5,67347.5,67047.5,67047.5,200.0,TP,100.0,False,2026-03
4717,2026-03-09 00:25:00,2026-03-09 00:30:00,SELL,65913.0,66013.0,65713.0,66013.0,-100.0,SL,100.0,False,2026-03
4718,2026-03-09 01:25:00,2026-03-09 01:30:00,BUY,66548.5,66448.5,66748.5,66448.5,-100.0,SL,100.0,False,2026-03
4719,2026-03-09 09:15:00,2026-03-09 09:30:00,BUY,67867.0,67767.0,68067.0,68067.0,200.0,TP,100.0,False,2026-03
4720,2026-03-09 14:55:00,2026-03-09 15:00:00,SELL,69054.5,69154.5,68854.5,69154.5,-100.0,SL,100.0,False,2026-03
4721,2026-03-09 16:30:00,2026-03-09 16:35:00,SELL,68708.5,68808.5,68508.5,68808.5,-100.0,SL,100.0,False,2026-03
4722,2026-03-09 18:30:00,2026-03-09 18:35:00,BUY,68650.0,68550.0,68850.0,68550.0,-100.0,SL,100.0,False,2026-03
4723,2026-03-09 19:15:00,2026-03-09 19:20:00,BUY,68594.5,68494.5,68794.5,68794.5,200.0,TP,100.0,False,2026-03
4724,2026-03-09 20:30:00,2026-03-09 20:35:00,SELL,68783.0,68883.0,68583.0,68883.0,-100.0,SL,100.0,False,2026-03
4725,2026-03-10 00:15:00,2026-03-10 00:25:00,BUY,68623.0,68523.0,68823.0,68823.0,200.0,TP,100.0,False,2026-03
4726,2026-03-10 01:50:00,2026-03-10 01:55:00,BUY,69057.0,68957.0,69257.0,69257.0,200.0,TP,100.0,False,2026-03
4727,2026-03-10 03:35:00,2026-03-10 03:45:00,SELL,70006.5,70106.5,69806.5,69806.5,200.0,TP,100.0,False,2026-03
4728,2026-03-10 05:00:00,2026-03-10 05:15:00,BUY,70193.5,70093.5,70393.5,70093.5,-100.0,SL,100.0,False,2026-03
4729,2026-03-10 06:00:00,2026-03-10 06:25:00,SELL,69854.0,69954.0,69654.0,69954.0,-100.0,SL,100.0,False,2026-03
4730,2026-03-10 09:20:00,2026-03-10 09:25:00,BUY,71057.5,70957.5,71257.5,71257.5,200.0,TP,100.0,False,2026-03
4731,2026-03-10 10:30:00,2026-03-10 10:35:00,BUY,70887.0,70787.0,71087.0,70787.0,-100.0,SL,100.0,False,2026-03
4732,2026-03-10 13:30:00,2026-03-10 13:35:00,SELL,70496.0,70596.0,70296.0,70296.0,200.0,TP,100.0,False,2026-03
4733,2026-03-10 15:40:00,2026-03-10 15:45:00,SELL,70939.0,71039.0,70739.0,71039.0,-100.0,SL,100.0,False,2026-03
4734,2026-03-10 16:15:00,2026-03-10 16:25:00,BUY,71395.5,71295.5,71595.5,71295.5,-100.0,SL,100.0,True,2026-03
4735,2026-03-10 16:35:00,2026-03-10 16:40:00,BUY,71395.5,71295.5,71595.5,71295.5,-100.0,SL,100.0,False,2026-03
4736,2026-03-10 17:05:00,2026-03-10 17:10:00,BUY,71395.5,71295.5,71595.5,71295.5,-100.0,SL,100.0,False,2026-03
4737,2026-03-10 19:15:00,2026-03-10 19:20:00,BUY,70202.5,70102.5,70402.5,70102.5,-100.0,SL,100.0,False,2026-03
4738,2026-03-10 21:10:00,2026-03-10 21:20:00,SELL,70138.0,70238.0,69938.0,69938.0,200.0,TP,100.0,False,2026-03
4739,2026-03-10 23:20:00,2026-03-10 23:25:00,SELL,69659.0,69759.0,69459.0,69759.0,-100.0,SL,100.0,False,2026-03
4740,2026-03-11 00:00:00,2026-03-11 00:05:00,SELL,69739.5,69839.5,69539.5,69839.5,-100.0,SL,100.0,False,2026-03
4741,2026-03-11 02:30:00,2026-03-11 02:35:00,SELL,69837.5,69937.5,69637.5,69637.5,200.0,TP,100.0,False,2026-03
4742,2026-03-11 03:15:00,2026-03-11 04:15:00,SELL,69596.0,69696.0,69396.0,69696.0,-100.0,SL,100.0,False,2026-03
4743,2026-03-11 05:20:00,2026-03-11 05:40:00,SELL,69882.0,69982.0,69682.0,69682.0,200.0,TP,100.0,False,2026-03
4744,2026-03-11 06:50:00,2026-03-11 07:15:00,BUY,69885.5,69785.5,70085.5,69785.5,-100.0,SL,100.0,False,2026-03
